top_fraction,selected_rows,selected_rate,selected_mean_forward_5d_return,universe_mean_forward_5d_return,mean_return_spread,selected_win_rate_precision,selection_sensitivity
0.05,11698,0.04829513787110012,0.0074475714936852455,0.00289650890044868,0.004551062360405922,0.5276970422294409,0.050996720282204436
0.1,23913,0.09872470780574603,0.0069405678659677505,0.00289650890044868,0.004044058732688427,0.5231464057207377,0.10334828620287988
0.2,48068,0.19844851147102416,0.005969238001853228,0.00289650890044868,0.0030727291014045477,0.5185362403262045,0.20591175328591374
